0.5	60	0.9886
0.5	65	0.9921
0.5	70	0.9931
0.5	75	0.9951
0.5	80	0.9973
0.5	85	0.9973
0.5	90	0.9978
0.5	95	0.9976
0.5	100	0.999
0.5	105	0.999
0.5	110	0.9984
0.5	115	0.9991
0.5	120	0.9997
0.5	125	0.9997
0.5	130	1
0.5	135	0.9996
0.5	140	0.9997
0.5	145	1
0.5	150	1
0.5	155	0.9999
0.5	160	1
0.5	165	1
0.5	170	1
0.5	175	1
0.5	180	1
0.5	185	1
0.5	190	0.9999
0.5	195	1
0.5	200	1
0.5	205	1
0.5	210	1
0.5	215	1
0.5	220	1
0.5	225	1
0.5	230	1
0.5	235	1
0.5	240	1
0.5	245	1
0.5	250	0.9999
0.5	255	1
0.5	260	1
0.5	265	1
0.5	270	1
0.5	275	1
0.5	280	1
0.5	285	1
0.5	290	1
0.5	295	1
0.5	300	1
0.5	305	1
0.5	310	1
0.5	315	1
0.5	320	1
0.5	325	1
0.5	330	1
0.5	335	1
0.5	340	1
0.5	345	1
0.5	350	1
0.5	355	1
0.5	360	1
0.5	365	1
0.5	370	1
0.5	375	1
0.5	380	1
0.5	385	1
0.5	390	1
0.5	395	1
0.5	400	1
0.5	405	1
0.5	410	1
0.5	415	1
0.5	420	1
0.5	425	1
0.5	430	1
0.5	435	1
0.5	440	1
0.5	445	1
0.5	450	1
0.5	455	1
0.5	460	1
0.5	465	1
0.5	470	1
0.5	475	1
0.5	480	1
0.5	485	1
0.5	490	1
0.5	495	1
0.5	500	1
0.25	60	0.9986
0.25	65	0.9994
0.25	70	0.9999
0.25	75	0.9997
0.25	80	0.9997
0.25	85	0.9999
0.25	90	0.9999
0.25	95	1
0.25	100	0.9998
0.25	105	0.9999
0.25	110	1
0.25	115	1
0.25	120	0.9999
0.25	125	1
0.25	130	1
0.25	135	1
0.25	140	1
0.25	145	1
0.25	150	1
0.25	155	1
0.25	160	1
0.25	165	1
0.25	170	1
0.25	175	1
0.25	180	1
0.25	185	1
0.25	190	1
0.25	195	1
0.25	200	1
0.25	205	1
0.25	210	1
0.25	215	1
0.25	220	1
0.25	225	1
0.25	230	1
0.25	235	1
0.25	240	1
0.25	245	1
0.25	250	1
0.25	255	1
0.25	260	1
0.25	265	1
0.25	270	1
0.25	275	1
0.25	280	1
0.25	285	1
